ObjectId	ISO2	ISO3	Indicator	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
355	GT	GTM	Drought								1							1							1								1			1		1				1				
356	GT	GTM	Extreme temperature																						1					1					1			1								
357	GT	GTM	Flood			1					1	1	1					1	1				1	2		1			1		2	2	1	1	3			1	2		4	2		2	3	1
358	GT	GTM	Landslide																			1				1	1		2			1		1	1				1	1	1					
359	GT	GTM	Storm																	1		1			1	1			1		1	1		3	1			1		1	1		2	3		1
360	GT	GTM	TOTAL			1					3	1	1					2	1	1		2	1	2	3	3	2		4	1	3	4	2	5	6	1		4	3	2	6	3	2	5	3	2
361	GT	GTM	Wildfire								1																1																			
362	GN	GIN	Drought	1																		1																								
363	GN	GIN	Flood		1												1								1					1	1	1	1	2	1		1		1		1			1	1	1
364	GN	GIN	Landslide																																				1							
365	GN	GIN	Storm																					1																						
366	GN	GIN	TOTAL	1	1												1					1		1	1			1		1	1	1	1	2	1		1		2		1			1	1	1
367	GN	GIN	Wildfire																									1																		
368	GW	GNB	Drought	1																						1				1																
369	GW	GNB	Flood																								1	1				1		1												
370	GW	GNB	Storm								1						1																									1				
371	GW	GNB	TOTAL	1							1						1					1				1	1	1		1		1		1								1				
372	GW	GNB	Wildfire																			1																								
373	GY	GUY	Drought									1									1													1												
374	GY	GUY	Flood										1							1									1	1		1							1		1				1	1
375	GY	GUY	TOTAL									1	1							1	1								1	1		1		1					1		1				1	1
376	HT	HTI	Drought	1												1	1										1											1		1						
377	HT	HTI	Flood							2	4	4	2				1			2			1	2	1	1	3	1	3	2	4		3	3	2	3	1	1	1	6	2		2		1	2
378	HT	HTI	Landslide										1																																	
379	HT	HTI	Storm	1								1		1				1		2		1			1	1	1	2	5	1	3	4		2	2	2			1	1	3			1	2	
380	HT	HTI	TOTAL	2						2	4	5	3	1		1	2	1		4		1	1	2	2	2	5	3	8	3	7	4	3	5	4	5	1	2	2	8	5		2	1	3	2
381	HN	HND	Drought															1			1			1	1	1		1					1			1		1				1				
382	HN	HND	Flood		1			1		1		2		1			2	2	1	1			1			3	2		1	1	2	1		2	1			2		1	3	1		1		2
383	HN	HND	Storm			1						1							1	2		1			1				4		1	1		2						1	1			3		1
384	HN	HND	TOTAL		1	1		1		1		3		1			2	3	2	3	1	1	1	2	2	4	2	1	5	1	3	2	1	4	1	1		3		2	4	2		4	1	3
385	HN	HND	Wildfire																					1																					1	
386	HU	HUN	Drought							1						1											1																			
387	HU	HUN	Extreme temperature																						1				1		1	1				1						1				
388	HU	HUN	Flood																	1	1		2	1	1	1		1	2	1				1			1	1		1						
389	HU	HUN	Storm					1															1				1		1	1							1				1		1			
390	HU	HUN	TOTAL					1		1						1				1	1		3	1	2	1	2	1	4	2	1	1		1		1	2	1		1	1	1	1			
391	IS	ISL	Flood									1																																		
392	IS	ISL	Landslide				1												2																											
393	IS	ISL	TOTAL				1					1							2																											
394	IN	IND	Drought			1					1						1			1				1		1							1						1			1				
395	IN	IND	Extreme temperature	2	1	1		1	2		1	2	2	2		1		1	1			2	1	1	2	2	2		2	1	3	1	2	1	2	2	1	3	1	1	1	1	2			1
396	IN	IND	Flood	5	1	2	4	5	5	3	4	3	2	4	8	4	5	2	3	6	6	3	2	6	9	6	6	6	17	17	16	8	6	8	7	6	5	7	10	8	9	9	5	5	9	3
397	IN	IND	Landslide	1			1			2		2	1	1		1	1		3	1	2	5		3	3		1		2			1	2	1				1	1	2	3			2	2	1
398	IN	IND	Storm	2	4	2	5	2	2	5	4	1	2	5	1	2	2	2	2	4	1	4	3	2	3	4	7		4	2	1	1	6	7	3	1	5	5	6	3	5	11	5	4	5	2
399	IN	IND	TOTAL	10	6	6	10	9	9	10	10	8	7	12	9	8	9	5	9	12	9	14	7	13	17	13	16	6	25	20	20	11	17	17	12	9	11	16	19	15	18	23	12	11	16	7
400	IN	IND	Wildfire					1															1																	1		1				
401	ID	IDN	Drought			1		1		1	1										1						1												1							
402	ID	IDN	Flood	1	3	3	3	3	3	4	5	2	2	2	2	1	2	6	5	5		1	1	3	4	7	8	1	3	8	8	12	5	7	6	7	10	6	6	10	7	6	11	25	18	13
403	ID	IDN	Landslide	1	1	2	1					1	1		1	1				1			2	4	4	1	4	4	2	3	2	1	2	1	2	2	2	2	3	2	2	2	2	1	2	
404	ID	IDN	Storm	1		1			1																			2								2					1				1	
405	ID	IDN	TOTAL	3	4	7	4	4	4	5	6	3	3	2	4	2	2	7	5	6	2	2	4	8	8	9	13	7	6	12	10	13	7	8	8	11	12	8	11	12	10	8	14	26	21	13
406	ID	IDN	Wildfire												1			1			1	1	1	1		1			1	1									1				1			
407	IR	IRN	Drought																				1																						1	
408	IR	IRN	Flood	2	1					2	6	1	1	1	4	2	3	3	3	3	2	3	4	3	4	3	1	2	4	1	1	2				1		1	5		2	1	3	6	1	3
409	IR	IRN	Landslide											1								1					1																	1		
410	IR	IRN	Storm		1										1	1	1			1				1				1	1		1	1								1					2	
411	IR	IRN	TOTAL	2	2					2	6	1	1	2	5	3	4	3	3	4	2	4	5	4	4	4	2	3	5	1	2	3				1		1	5	1	2	1	3	7	4	3
412	IR	IRN	Wildfire																							1																				
413	IQ	IRQ	Drought																			1																							1	
414	IQ	IRQ	Flood																									1		2		1	1		1	1	1		1			1	1	1	2	
415	IQ	IRQ	Storm																																											1
416	IQ	IRQ	TOTAL																			1						1		2		1	1		1	1	1		1			1	1	1	3	1
417	IE	IRL	Flood								1						1									1							1		1						1					
418	IE	IRL	Storm				1			1				3	1					1		1	1	1				1	1									1	1			1		1		1
419	IE	IRL	TOTAL				1			1	1			3	1		1			1		1	1	1		1		1	1				1		1			1	1		1	1		1		1
420	IM	IMN	Storm																																									1		
421	IM	IMN	TOTAL																																									1		
422	IL	ISR	Drought																				1																							
423	IL	ISR	Extreme temperature													1								1																						
424	IL	ISR	Flood																		1	1												1								1		1		
425	IL	ISR	Storm												1									1													1		1							
426	IL	ISR	TOTAL				1								1	1			1		1	1	1	2										2			1		1	1		1		2		
427	IL	ISR	Wildfire				1												1															1						1				1		
428	IT	ITA	Drought																		1					1										1					1					1
429	IT	ITA	Extreme temperature																			1					1		1		1		1	1	1	1						2	1			
430	IT	ITA	Flood						1	1	1					2		1		2				4	2	3	2					3	1	1	2	1	1	4	3	1	1	1	1	3	1	
431	IT	ITA	Landslide			1	1				2									1		1	1							1					1									1		1
432	IT	ITA	Storm								3			1			1	1			1				1			1		1			1	1				1	1		2	1	3	3		1
433	IT	ITA	TOTAL			1	2		1	1	6			3		2	1	3		3	2	2	2	4	3	4	3	1	1	2	2	3	4	3	4	3	1	5	4	1	4	4	5	7	2	3
434	IT	ITA	Wildfire				1							2				1					1								1		1												1	
435	JM	JAM	Drought		1																			1														1								
436	JM	JAM	Flood							1	1	1			1		1									1				1																
437	JM	JAM	Storm	1					1			1						1		1					1	2		2	3		2	2		1		1				1	1					
438	JM	JAM	TOTAL	1	1				1	1	1	2			1		1	1		1				1	1	3		2	3	1	2	2		1		1		1		1	1					
439	JP	JPN	Extreme temperature																									1			1	1	1	1	1		1	1	3	2		1	2			1
440	JP	JPN	Flood	1		1				1		1	1	1			1		1			1	2	1	1		1	2	1	2	1	1		1	1	1	1		1	1	1	1	3	1	2	1
441	JP	JPN	Landslide		1		2	1		2			1				2			1	1	1											2					1							1	
442	JP	JPN	Storm	1	4	4	2		2	2	1		2	2	5	2	3	3	1	1	2	5	1	3	4	5	2	8	3	3	3		2		3	6	7	9	6	4	3	3	4	3	1	4
443	JP	JPN	TOTAL	2	5	5	4	1	2	5	1	1	4	3	5	2	6	3	2	2	3	7	3	4	5	6	3	11	4	5	5	2	5	2	5	7	9	11	10	7	4	5	9	4	4	6
444	JP	JPN	Wildfire																							1																				
445	JO	JOR	Drought																				1	1																						
446	JO	JOR	Extreme temperature													1								1																						
447	JO	JOR	Flood								1				1						1																					2				
448	JO	JOR	Storm												1									1		1																				
449	JO	JOR	TOTAL								1				2	1					1		1	3		1																2				
450	KZ	KAZ	Drought																																										1	
451	KZ	KAZ	Extreme temperature																		1				1											1										
452	KZ	KAZ	Flood														1							1	1				1			1		2	1	1		1	1		1	1		1		
453	KZ	KAZ	Landslide																									1																		
454	KZ	KAZ	Storm																1																											
455	KZ	KAZ	TOTAL														1		1		2			1	2			1	1			1		2	1	2		1	1		1	1		1	1	
456	KZ	KAZ	Wildfire																		1																									
457	KE	KEN	Drought				1								1			1		1			1					1	1			1		1	1			1		1			1	1		
458	KE	KEN	Flood			1								1						1	1	1			1	4	2	2	3	4	3	6	2	2	3	1	4		3	2	1	3	1	1	1	
459	KE	KEN	Landslide																							1					1	1		1									1			
460	KE	KEN	Storm									1																																		
461	KE	KEN	TOTAL			1	1					1		1	1			1		2	1	1	1		1	5	2	3	4	4	4	8	2	4	4	1	4	1	3	3	1	3	3	2	1	
462	KI	KIR	Drought																				1																							
463	KI	KIR	Flood																													1						1								
464	KI	KIR	Storm																																				1							
465	KI	KIR	TOTAL																				1									1						1	1							
466	KP	PRK	Drought																																	1			1		1		1			
467	KP	PRK	Extreme temperature																																							1				
468	KP	PRK	Flood								2								2	1	1	1	1		2	1		2	1	2	1			2	2	1	1		1	2		1		1	1	
469	KP	PRK	Storm														1				1			1		1					1			1	1	1						1	1			
470	KP	PRK	TOTAL								2						1		2	1	2	1	1	1	2	2		2	1	2	2			3	3	3	1		2	2	1	3	2	1	1	
471	KR	KOR	Drought																						1																					
472	KR	KOR	Extreme temperature											1																										1		1				1
473	KR	KOR	Flood					1			1			1	1	1				1	2	1	1	2	2	1		2	1	1	1	1			2			1						2		1
474	KR	KOR	Landslide		1			1				1					1			1															1											
475	KR	KOR	Storm	2	1	2			1	1	2		1	1	1	1	1	1	2			3	1	2	1	3	1	4	3		1			1		3		2		1			3	3	1	1
476	KR	KOR	TOTAL	2	2	2		2	1	1	3	1	1	3	2	2	2	1	2	2	2	4	2	5	4	4	1	7	5	1	2	1		1	3	3		3		2		1	4	5	1	4
477	KR	KOR	Wildfire																					1				1	1														1			1
478	KW	KWT	Flood																		1																					1				
479	KW	KWT	TOTAL																		1																					1				
480	KG	KGZ	Drought																														1													
481	KG	KGZ	Extreme temperature																					1												1										1
482	KG	KGZ	Flood																			1							1		1					1										
483	KG	KGZ	Landslide															2								1	1	3						1							1				1	
484	KG	KGZ	Storm																											1								1								
485	KG	KGZ	TOTAL															2				1		1		1	1	3	1	1	1		1	1		2		1			1				1	1
486	LA	LAO	Drought								1	1			1								1																				1			
487	LA	LAO	Flood		1			1							1	1		1	2	1				1	1	1						1	1		2		2	1	2	1		1	1			1
488	LA	LAO	Storm												1	1	1		1														1								1	2		2	1	
489	LA	LAO	TOTAL		1			1			1	1			3	2	1	1	3	1			1	1	1	1						1	2		2		2	1	2	1	1	3	2	2	1	1
490	LV	LVA	Extreme temperature																						1		1		1							1										
491	LV	LVA	Storm																				1						2																	
492	LV	LVA	TOTAL																				1		1		1		3							1						1				
493	LV	LVA	Wildfire																																							1				
494	LB	LBN	Flood								1																1																			
495	LB	LBN	Storm													1										1													3			1	1			
496	LB	LBN	TOTAL								1					1										1	1				1								3			1	1	1		
497	LB	LBN	Wildfire																												1													1		
498	LS	LSO	Drought				1							1												1					1				1					1			1	1		
499	LS	LSO	Flood						1		1			1																					2											
500	LS	LSO	Storm										1							1					2							1						1							1	
501	LS	LSO	TOTAL				1		1		1		1	2						1					2	1					1	1			3			1		1			1	1	1	
502	LR	LBR	Drought	1																																										
503	LR	LBR	Extreme temperature											1																																
504	LR	LBR	Flood																			1									1	1	1	1						1						
505	LR	LBR	Storm																1												1															
506	LR	LBR	TOTAL	1										1					1			1									2	1	1	1						1						
507	LY	LBY	Flood																1																		1						1			
508	LY	LBY	TOTAL																1																		1						1			
509	LT	LTU	Drought													1														1												1				
510	LT	LTU	Extreme temperature																				1		1									1		2						1				
511	LT	LTU	Flood																										1					1												
512	LT	LTU	Storm														1						1						1																	
513	LT	LTU	TOTAL													1	1						2		1				2	1				2		2						2				
514	LU	LUX	Extreme temperature																								1																			
515	LU	LUX	Flood				1										1																												1	
516	LU	LUX	Storm											6					1															1									1			
517	LU	LUX	TOTAL				1							6			1		1								1							1									1		1	
518	MG	MDG	Drought		1							1												1		1			1			1						1		1	1			1		
519	MG	MDG	Flood							1												1					1		2		1								1				1	1	1	1
520	MG	MDG	Storm		1	1	1	1		1			1		1			3		1	2			2		3	3	2	1	2	3	3	3	1	1	3	2	1	2		1	2	2	1	1	6
521	MG	MDG	TOTAL		2	1	1	1		2		1	1		1			3		1	2	1		3		4	4	2	4	2	4	4	3	1	1	3	2	2	3	1	2	2	3	3	2	7
522	MW	MWI	Drought								1			1		1										1			1		1					1			1							1
523	MW	MWI	Flood			1							1		1				2		1	1	1	1	2	2	2		1	2	4	1		1	3	2	1		1	1	1	3	2	1		1
524	MW	MWI	Landslide																																								1			
525	MW	MWI	Storm																										1							1			1						1	2
526	MW	MWI	TOTAL			1					1		1	1	1	1			2		1	1	1	1	2	3	2		3	2	5	1		1	3	4	1		3	1	1	3	3	1	1	4
527	MY	MYS	Drought																			1																1								
528	MY	MYS	Flood				1			1	1	1					1			1		1	1	1	4		3	3	2	4	2	2	2		1		1	1	1	4	3	2	4	5	8	5
529	MY	MYS	Landslide																1	1						1									1											1
530	MY	MYS	Storm																	1	1			1		1		2													1					
531	MY	MYS	TOTAL				1			1	1	1					1		2	3	2	3	1	2	4	2	3	5	3	4	2	2	2		2		1	2	1	4	4	2	4	5	8	6
532	MY	MYS	Wildfire																1		1	1							1																	
533	MV	MDV	Flood								1																				1												1			
534	MV	MDV	Storm												1																														1	
535	MV	MDV	TOTAL								1				1																1												1		1	
536	ML	MLI	Drought	1											1										1				1	1				1	1									1		1
537	ML	MLI	Flood									1	1									2	1	1	1	1	1		2	1	2	1	1	2	1		2		1	1		1	2			1
538	ML	MLI	TOTAL	1								1	1		1							2	1	1	2	1	1		3	2	2	1	1	3	2		2		1	1		1	2	1		2
539	MH	MHL	Drought																																		1		1							1
540	MH	MHL	Flood																													1						1								
541	MH	MHL	Storm												1																											1				
542	MH	MHL	TOTAL												1																	1					1	1	1			1				1
543	MR	MRT	Drought	1													1				1				1									1	1						1	1		1		
544	MR	MRT	Flood					1	1										1				2		1	1	1		1	2	2		1	1			1						1	2		1
545	MR	MRT	Storm												1								1																		1					
546	MR	MRT	TOTAL	1				1	1						1		1		1		1		3		2	1	1		1	2	2		1	2	1		1				2	1	1	3		1
547	MU	MUS	Drought																				1																							
548	MU	MUS	Flood																																		1									
549	MU	MUS	Storm			2	1						1		1			1		1			1			1					1											1				1
550	MU	MUS	TOTAL			2	1						1		1			1		1			2			1					1						1					1				1
551	MX	MEX	Drought									1							1	1			1			1									1											
552	MX	MEX	Extreme temperature									1		1		2			1		2	1	1	1		1	1	1		1					1											
553	MX	MEX	Flood	2		2		1		1	2		1	1	2		2			1		2	4	3	1	2	3	2	3	1	2	1	5	2	3		1		1	5	1	1	3	2	3	2
554	MX	MEX	Landslide				1														1	1					1			2	1	1		2												
555	MX	MEX	Storm		1	1	2	1				3		1	1	1	5		5	4	3	4	1	2	5	3	2		4	3	4	1	2	4	5	2	4	6	3	2	4	2	3	5	7	3
556	MX	MEX	TOTAL	2	1	3	3	2		1	2	5	2	3	3	3	7		7	6	6	9	7	6	6	7	8	3	7	7	7	3	7	8	11	2	5	6	4	7	5	3	6	7	10	5
557	MX	MEX	Wildfire										1									1					1								1											
558	FM	FSM	Drought																			1																		1						
559	FM	FSM	Flood																													1														
560	FM	FSM	Storm								1															2	1	1											1				1			
561	FM	FSM	TOTAL								1											1				2	1	1				1							1	1			1			
562	MD	MDA	Drought																					1							1					1										
563	MD	MDA	Extreme temperature																										1							1							1			
564	MD	MDA	Flood															1			1		1			1			1			1		1												
565	MD	MDA	Storm															1						1																						
566	MD	MDA	TOTAL															2			1		1	2		1			2		1	1		1		2							1			
567	MN	MNG	Drought																					1																						
568	MN	MNG	Extreme temperature																														1						1	1		1	1			1
569	MN	MNG	Flood			1												1		1							1						1									1	1	3	1	1
570	MN	MNG	Landslide																																						1					
571	MN	MNG	Storm											1	1		1							2	1	2						1										1	1	1	1	
572	MN	MNG	TOTAL			1				1				2	1		1	1		2				3	1	2	1					1	2						1	1	1	3	3	4	2	2
573	MN	MNG	Wildfire							1				1						1																										
574	ME	MNE	Extreme temperature																																	1										
575	ME	MNE	Flood																												1		1	2												
576	ME	MNE	TOTAL																												1		1	2		1					1					
577	ME	MNE	Wildfire																																						1					
578	MS	MSR	Storm										1	1					1																											
579	MS	MSR	TOTAL										1	1					1																											
580	MA	MAR	Drought				1	1															1																							
581	MA	MAR	Extreme temperature																					1												1				1	2	1				
582	MA	MAR	Flood																3	1	1			2	1	1	1			3		2	2	2				1					2		2	
583	MA	MAR	Landslide			1																																					1			
584	MA	MAR	Storm																	1									1									2								
585	MA	MAR	TOTAL			1	1	1											3	2	1		1	3	1	1	1		1	3		2	2	2		1		3		1	2	1	3		2	
586	MZ	MOZ	Drought		1						1			1								1			2		1		1		1	1		1						1				1	1	
587	MZ	MOZ	Flood		1				1				1								1		1	1	2	1	3		2		4	1	1	1	2		1	2	1	2		1	3	2	1	1
588	MZ	MOZ	Landslide																			1																				1				
589	MZ	MOZ	Storm					1	1			1						1		1	1			4		1	1				1	1	1		1	3				1	1		2		1	3
590	MZ	MOZ	TOTAL		2			1	2		1	1	1	1				1		1	2	2	1	5	4	2	5		3		6	4	2	2	3	3	1	2	1	4	1	2	5	3	3	4
591	MZ	MOZ	Wildfire																													1														
592	MM	MMR	Flood												1	1			1		1		1		1	1				1	4				1	1	1	2	3	2	1	3	2	1	1	
593	MM	MMR	Landslide																										1				1	1			1		2	1		1	1	1		
594	MM	MMR	Storm			1												1										1		1		1		1					1	2	1					
595	MM	MMR	TOTAL		1	1									1	1		1	1		1		1		1	1		1	1	2	4	1	1	2	1	1	2	2	6	5	2	4	3	2	1	
596	MM	MMR	Wildfire		1																																									
597	NA	NAM	Drought		1									1					1			1			1	1											1		1			1				
598	NA	NAM	Flood																					1			1	2		2	1	1	1	1	1	1	1				1			1	1	
599	NA	NAM	TOTAL		1									1					1			1		1	1	1	1	2		2	1	1	1	1	1	1	2		1		1	1		1	1	
600	NP	NPL	Drought																											1			1													
601	NP	NPL	Extreme temperature																							1	1						1		2	1						1				
602	NP	NPL	Flood		2	1	1	1	1	1	1	1		1	1		1		1	2		2	1	1			1	1	2	1	1	2	2	2	2	1	2	3		2	2	1	1	1	4	2
603	NP	NPL	Landslide				1					1	1				1		2		1				1	1			1	2			1		2	1		2	2		1					1
604	NP	NPL	Storm							1		1			1					1																		1					1			1
605	NP	NPL	TOTAL		2	1	2	1	1	2	1	3	1	1	2	1	2		3	3	1	2	2	1	1	2	2	1	3	4	1	2	5	2	6	3	2	6	2	3	3	2	2	1	4	4
606	NP	NPL	Wildfire													1							1																	1						
607	AN	ANT	Storm										1						1																											
608	AN	ANT	TOTAL										1						1																											
609	NL	NLD	Extreme temperature																								1		2	1						1						1	1	1		
610	NL	NLD	Flood													1	1					1																							1	
611	NL	NLD	Storm					1	1	1				6				1	1		1	1				1			1		1	1		1			3			1		1			1	1
612	NL	NLD	TOTAL					1	1	1				6		1	1	1	1		1	2				1	1		3	1	1	1		1		1	3			1		2	1	1	2	1
613	NC	NCL	Storm		3																		1				1																		1	
614	NC	NCL	TOTAL		3																		1				1																		1	
615	NZ	NZL	Drought													1																					1									
616	NZ	NZL	Extreme temperature																						1																					
617	NZ	NZL	Flood	2	1		1	1	2	3	1	3	1		1			1			1	1	1	1		1		2	1	1									2	1	1	1		2	3	
618	NZ	NZL	Storm									1				2				1	1			1			1		1		1					1	1				1				1	1
619	NZ	NZL	TOTAL	2	1		1	1	2	3	2	4	1		1	3		1		1	2	1	1	2	1	1	1	2	2	1	1					1	2		2	1	2	1		3	4	1
620	NZ	NZL	Wildfire								1																																	1		
621	NI	NIC	Drought															1			1			1	1													1				1				
622	NI	NIC	Flood	1										1									1	1		1					1	2	2	2	1	1	1	1	1		1	1				
623	NI	NIC	Landslide																									1																		
624	NI	NIC	Storm			1						1					1		1	2		1		2	1	1		1	2		1	1	1	2						1	1			2		2
625	NI	NIC	TOTAL	1		1						1		1	1		1	1	1	2	1	1	2	4	2	3		2	2		2	3	3	4	1	1	1	2	1	1	2	2		2		2
626	NI	NIC	Wildfire												1								1			1																				
627	NE	NER	Drought	1								1		1							1				1				1				1		1				1		1			1		1
628	NE	NER	Flood									1						1				1	2	1	1		1			1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	1
629	NE	NER	Storm																							1																				
630	NE	NER	TOTAL	1								2		1				1			1	1	2	1	2	1	1		1	1	1	1	2	2	3	1	2	1	2	2	3	1	2	3	1	2
631	NG	NGA	Drought		1																																									1
632	NG	NGA	Extreme temperature													1										1																				
633	NG	NGA	Flood						1			1						1				2	3	6	3	1	1	5	2	3	3		2	1	4	1	1	1	1	1	2	2	2	3	2	1
634	NG	NGA	Landslide									1												2																						
635	NG	NGA	Storm																				1	1											1	1				1						1
636	NG	NGA	TOTAL		1				1			2				1		1				2	4	9	3	2	1	5	2	3	3		2	1	5	2	1	1	1	2	2	2	2	3	2	3
637	MK	MKD	Drought														1																													
638	MK	MKD	Extreme temperature																						1			1			1					1		1			1					
639	MK	MKD	Flood																1							1	2	1	1	1							1		2	1						
640	MK	MKD	Storm																										1																	
641	MK	MKD	TOTAL														1		1					1	1	1	2	2	2	1	2					1	1	1	2	1	1				1	
642	MK	MKD	Wildfire																					1							1														1	
643	MP	MNP	Storm																							1		1											1			1				
644	MP	MNP	TOTAL																							1		1											1			1				
645	NO	NOR	Flood																1					1	1																					
646	NO	NOR	Landslide																																								1	1		
647	NO	NOR	Storm											2		1	1												1			1			1											1
648	NO	NOR	TOTAL											2		1	1		1					1	1				1			1			1								1	1		1
649	OM	OMN	Flood																																					1	1		1	1		
650	OM	OMN	Storm		1																					1	1				1			1	1				1			2			2	
651	OM	OMN	TOTAL		1																					1	1				1			1	1				1	1	1	2	1	1	2	
652	PK	PAK	Drought																				1																				1			
653	PK	PAK	Extreme temperature											1	1					1	1		1	1	1	2	1		1	1								1	1			1				1
654	PK	PAK	Flood	1	1	1	1	1				1	1		1	2	1	1	3	1	2	1	2		1	3	3	2	5	7	6	3	3	4	1	3	2	1	6	7	2	1	8	4	4	1
655	PK	PAK	Landslide				2								1	1	2			1		1			2		1		1	1	3			2		2					1			1		
656	PK	PAK	Storm	1	1					1		1					1	2			2	1	2		1	1	1		1		1			1				1		1	2		1	1	2	1
657	PK	PAK	TOTAL	2	2	1	3	1		1		2	1	1	3	3	4	3	3	3	5	3	6	1	5	6	6	2	8	9	10	3	3	7	1	5	2	3	7	8	5	2	10	6	6	4
658	PK	PAK	Wildfire																																											1
659	PW	PLW	Drought																																				1							
660	PW	PLW	Storm																																	1	1								1	
661	PW	PLW	TOTAL																																	1	1		1						1	
662	PA	PAN	Drought				1																														1		1			1				
663	PA	PAN	Flood					1		1					1				1				2	1	1	2	1	3	1	2	1	2	1	4	2	2		1	1					1	2	1
664	PA	PAN	Storm									1				1						1																		1	1			2		
665	PA	PAN	TOTAL				1	1		1		1			1	1			1			1	2	1	1	2	1	3	1	3	1	2	1	4	2	2	1	1	2	1	1	1		3	2	1
666	PA	PAN	Wildfire																											1																
667	PG	PNG	Drought	1																	1																		1							
668	PG	PNG	Flood				2									1	1						1					1	1	2		2				1	1	1	1	1			1	3		
669	PG	PNG	Landslide												1					1						1	2			2			1			1							1	2		
670	PG	PNG	Storm														1				1										1				1			1	1							
671	PG	PNG	TOTAL	1			2								1	1	2			1	3		1			1	2	1	1	4	1	2	1		1	2	1	2	3	1			2	5		
672	PG	PNG	Wildfire																		1																									
673	PY	PRY	Drought				1																1						1			1	1			1	1			1						
674	PY	PRY	Extreme temperature																					1				1						1												
675	PY	PRY	Flood			1	1					1		1		1			2		1	1				1							1			1	1	2	2			2	3		2	
676	PY	PRY	Storm																		1					1						1	1		1	1	1		1							
677	PY	PRY	TOTAL			1	2					1		1		1			2		2	1	1	1		2		1	1		1	2	3	1	1	3	3	2	3	1		2	4		2	
678	PY	PRY	Wildfire																												1												1			
679	PE	PER	Drought				1							1		1										1		1		1																
680	PE	PER	Extreme temperature				1								1												1	1			1		1	1	1	1	1	1	1							
681	PE	PER	Flood	1	1	2				1	2	1	1	3		1	1	2					2	1	3	3	2	1		1	1	1	1	1	3	1	2	3	2	1	3		3	3	8	1
682	PE	PER	Landslide		1	1	2	1	2	1	2	1		1					1		1	2	1	1	1			1					4	1		1							1	1		1
683	PE	PER	Storm																		1					1									1											
684	PE	PER	TOTAL	1	2	3	4	1	2	2	4	2	1	5	1	2	1	2	1		3	2	3	2	4	5	3	4		2	2	1	6	3	5	3	3	4	3	1	3		5	4	8	2
685	PE	PER	Wildfire																		1																						1			
686	PH	PHL	Drought	1			1				1			1								1				1					1								1				1			
687	PH	PHL	Flood	1	3	4	1		2	1			2	3	3	3	3	4	6	1	1		4	3	3	4	1	3	2	6	5	8	8	9	15	8	5	3	5	2	3	1	1		5	2
688	PH	PHL	Landslide		1							2	3				1	2		2			4	1			1	1		3		1	1	1	3	1								1		1
689	PH	PHL	Storm	6	8	9	4	4	3	6	5	6	7	5	6	4	6	11	7	2	3	4	8	6	6	6	8	8	2	10	8	11	14	3	12	9	8	9	10	8	8	7	7	6	8	6
690	PH	PHL	TOTAL	8	12	13	6	4	5	7	6	8	12	9	9	7	10	17	13	5	4	6	16	10	9	11	10	12	4	19	14	20	23	13	30	18	13	12	16	10	11	8	9	7	13	9
691	PH	PHL	Wildfire																			1																								
692	PL	POL	Drought																																							1				
693	PL	POL	Extreme temperature																		1	1	1	1	1	1			1			1	1	1	1	3	1	1	1	1		1				
694	PL	POL	Flood	1		1					1										1	1			1			1	1	1			1	2						1				1	1	
695	PL	POL	Storm				1							1				1					1			2			2		2	1	1			1	1		1		1		1	1	2	3
696	PL	POL	TOTAL	1		1	2				1			1		1		1			2	2	2	1	2	3		1	4	1	2	2	3	3	1	4	2	1	2	2	1	2	1	2	3	3
697	PL	POL	Wildfire				1									1																														
698	PT	PRT	Drought				1														1							1																		1
699	PT	PRT	Extreme temperature																								1		1	1		1		1								1				1
700	PT	PRT	Flood		1		1													2					1	1	1			1		1		1					1							
701	PT	PRT	Storm										1								1			1										1			2	2				1	1			
702	PT	PRT	TOTAL		1		3		1	1			1		1					2	2			1	2	1	3	2	2	2		2		3			3	2	1	1	2	3	1			3
703	PT	PRT	Wildfire				1		1	1					1										1		1	1	1								1			1	2	1				1
704	QA	QAT	Flood																																							1				
705	QA	QAT	TOTAL																																							1				
706	RO	ROU	Drought				1																	1																						
707	RO	ROU	Extreme temperature															1		1		2		1	1	1		1	2	1	2	1	1	1		1		1				1				
708	RO	ROU	Flood					1							1			1	1		1	1	2	2	2	3	2	2	6	6	4	1	2	1			1	2	1	2		2	1	1	1	
709	RO	ROU	Landslide																				1																							
710	RO	ROU	Storm														1	1			1			1				3	1			1									1					
711	RO	ROU	TOTAL				1	1							1		1	3	1	1	2	3	3	5	3	4	2	6	9	7	6	3	3	2		1	1	3	1	2	1	3	1	1	1	
712	RU	RUS	Drought														1					1					1							1		1										
713	RU	RUS	Extreme temperature														1	1	2		1	1	2	3	3	1			1					3		2										
714	RU	RUS	Flood													1	2	5		2	1	4	1	8	3	4	1	3	5	3	1			2	2	4	2	1	1	3	1	2	4		3	1
715	RU	RUS	Landslide													1	2		1	1				2		1			1																1	
716	RU	RUS	Storm															2	3			1	1	1	2	2	1	3	2		1				1						1					1
